"matchNo","Date","Time","Team1","Team2","Score1","Score2","Season"
8,"15.08.2017","20:50","Al-Taawon","Al-Hilal",3,4,"2017-2018"
9,"17.08.2017","19:20","Al-Raed","Al-Faisaly",2,3,"2017-2018"
10,"17.08.2017","20:50","Al Ahli SC","Al-Fateh",4,0,"2017-2018"
11,"18.08.2017","19:15","Al Batin","Ohod",2,0,"2017-2018"
12,"18.08.2017","20:50","Al-Nassr","Al-Ettifaq",2,2,"2017-2018"
13,"19.08.2017","19:05","Al-Shabab","Al Qadisiya",4,1,"2017-2018"
14,"19.08.2017","20:50","Al Feiha","Al-Ittihad FC",2,5,"2017-2018"
15,"14.09.2017","20:25","Al-Ettifaq","Al Qadisiya",1,2,"2017-2018"
16,"15.09.2017","18:25","Al-Fateh","Al-Raed",1,0,"2017-2018"
17,"15.09.2017","18:40","Al-Shabab","Al Batin",1,2,"2017-2018"
18,"15.09.2017","20:25","Al-Faisaly","Al-Ittihad FC",2,1,"2017-2018"
19,"16.09.2017","18:40","Al Feiha","Al-Taawon",1,1,"2017-2018"
20,"16.09.2017","20:25","Al-Hilal","Ohod",1,0,"2017-2018"
21,"17.09.2017","20:25","Al Ahli SC","Al-Nassr",1,1,"2017-2018"
22,"21.09.2017","20:20","Al-Ittihad FC","Al-Hilal",1,1,"2017-2018"
23,"22.09.2017","18:35","Al Batin","Al Ahli SC",1,2,"2017-2018"
24,"22.09.2017","19:00","Ohod","Al-Fateh",0,2,"2017-2018"
25,"22.09.2017","20:20","Al-Nassr","Al Feiha",2,2,"2017-2018"
26,"23.09.2017","18:15","Al-Ettifaq","Al-Shabab",2,3,"2017-2018"
27,"23.09.2017","18:15","Al Qadisiya","Al-Faisaly",1,1,"2017-2018"
28,"23.09.2017","20:20","Al-Raed","Al-Taawon",2,2,"2017-2018"
29,"28.09.2017","18:30","Al Batin","Al-Fateh",0,0,"2017-2018"
30,"28.09.2017","20:15","Al-Taawon","Al-Ittihad FC",1,2,"2017-2018"
31,"29.09.2017","18:30","Al Feiha","Ohod",1,0,"2017-2018"
32,"29.09.2017","20:15","Al-Shabab","Al-Nassr",0,1,"2017-2018"
33,"30.09.2017","18:30","Al-Faisaly","Al-Ettifaq",3,0,"2017-2018"
34,"30.09.2017","20:15","Al-Hilal","Al Qadisiya",2,1,"2017-2018"
35,"30.09.2017","20:15","Al Ahli SC","Al-Raed",5,3,"2017-2018"
36,"13.10.2017","17:55","Al-Fateh","Al Qadisiya",2,1,"2017-2018"
37,"13.10.2017","20:00","Al-Ittihad FC","Ohod",2,2,"2017-2018"
38,"14.10.2017","17:55","Al-Ettifaq","Al Batin",1,3,"2017-2018"
39,"14.10.2017","20:00","Al-Shabab","Al Ahli SC",2,5,"2017-2018"
40,"14.10.2017","20:00","Al-Faisaly","Al Feiha",2,1,"2017-2018"
41,"15.10.2017","20:00","Al-Nassr","Al-Taawon",2,1,"2017-2018"
42,"19.10.2017","17:50","Al Qadisiya","Al Feiha",1,1,"2017-2018"
43,"19.10.2017","18:10","Al-Raed","Al-Shabab",2,2,"2017-2018"
44,"19.10.2017","19:55","Ohod","Al-Nassr",2,2,"2017-2018"
45,"20.10.2017","17:50","Al-Fateh","Al-Ettifaq",1,1,"2017-2018"
46,"20.10.2017","19:55","Al-Taawon","Al-Faisaly",1,0,"2017-2018"
47,"21.10.2017","19:55","Al-Hilal","Al Batin",2,1,"2017-2018"
48,"21.10.2017","19:55","Al Ahli SC","Al-Ittihad FC",3,0,"2017-2018"
49,"25.10.2017","18:05","Al Feiha","Al-Ettifaq",1,2,"2017-2018"
50,"25.10.2017","19:50","Al-Ittihad FC","Al Qadisiya",0,0,"2017-2018"
51,"26.10.2017","18:00","Al Batin","Al-Raed",1,5,"2017-2018"
52,"26.10.2017","19:50","Al-Nassr","Al-Hilal",1,2,"2017-2018"
53,"26.10.2017","19:50","Al-Faisaly","Al Ahli SC",1,2,"2017-2018"
54,"27.10.2017","18:00","Al-Shabab","Al-Fateh",1,1,"2017-2018"
55,"27.10.2017","19:50","Al-Taawon","Ohod",3,1,"2017-2018"
56,"31.10.2017","17:35","Al-Ettifaq","Al-Raed",2,0,"2017-2018"
57,"31.10.2017","19:45","Al Ahli SC","Al Feiha",1,1,"2017-2018"
58,"01.11.2017","17:35","Al Qadisiya","Al-Taawon",1,0,"2017-2018"
59,"01.11.2017","19:45","Al-Hilal","Al-Shabab",1,1,"2017-2018"
60,"01.11.2017","19:45","Al-Fateh","Al-Ittihad FC",1,2,"2017-2018"
61,"04.11.2017","19:45","Ohod","Al-Faisaly",1,3,"2017-2018"
62,"16.11.2017","17:30","Al Qadisiya","Al Batin",0,0,"2017-2018"
63,"16.11.2017","19:40","Ohod","Al-Ettifaq",1,0,"2017-2018"
64,"17.11.2017","19:40","Al-Raed","Al-Nassr",0,5,"2017-2018"
65,"17.11.2017","19:40","Al-Ittihad FC","Al-Shabab",1,1,"2017-2018"
66,"18.11.2017","17:50","Al Feiha","Al-Fateh",1,3,"2017-2018"
67,"19.11.2017","19:40","Al-Taawon","Al Ahli SC",1,1,"2017-2018"
68,"23.11.2017","17:45","Al Feiha","Al-Shabab",3,1,"2017-2018"
69,"23.11.2017","17:50","Al-Raed","Ohod",2,2,"2017-2018"
70,"23.11.2017","19:40","Al-Nassr","Al-Ittihad FC",1,0,"2017-2018"
71,"24.11.2017","19:40","Al Ahli SC","Al Qadisiya",3,0,"2017-2018"
72,"25.11.2017","15:05","Al Batin","Al-Taawon",1,1,"2017-2018"
73,"25.11.2017","17:30","Al-Fateh","Al-Faisaly",0,5,"2017-2018"
74,"29.11.2017","17:50","Al-Raed","Al Feiha",2,0,"2017-2018"
75,"29.11.2017","19:40","Al-Nassr","Al-Fateh",3,1,"2017-2018"
76,"30.11.2017","17:45","Al-Shabab","Al-Taawon",2,1,"2017-2018"
77,"30.11.2017","17:45","Al-Faisaly","Al Batin",0,1,"2017-2018"
78,"30.11.2017","19:40","Al-Ettifaq","Al-Ittihad FC",1,2,"2017-2018"
79,"01.12.2017","18:15","Ohod","Al Qadisiya",2,1,"2017-2018"
80,"01.12.2017","20:00","Al-Hilal","Al Ahli SC",2,0,"2017-2018"
81,"04.12.2017","17:40","Al Batin","Al-Nassr",1,1,"2017-2018"
82,"05.12.2017","19:40","Al-Raed","Al-Hilal",0,3,"2017-2018"
83,"08.12.2017","17:45","Al-Shabab","Al-Faisaly",0,1,"2017-2018"
84,"09.12.2017","15:10","Al Feiha","Al Batin",2,0,"2017-2018"
85,"09.12.2017","19:40","Al-Ittihad FC","Al-Raed",2,1,"2017-2018"
86,"09.12.2017","19:40","Al Qadisiya","Al-Nassr",3,2,"2017-2018"
87,"10.12.2017","17:50","Al-Taawon","Al-Ettifaq",4,0,"2017-2018"
88,"10.12.2017","19:40","Ohod","Al Ahli SC",2,2,"2017-2018"
89,"10.12.2017","19:40","Al-Fateh","Al-Hilal",0,0,"2017-2018"
90,"14.12.2017","17:55","Al-Raed","Al Qadisiya",1,1,"2017-2018"
91,"14.12.2017","19:40","Al-Nassr","Al-Faisaly",1,1,"2017-2018"
92,"15.12.2017","18:15","Ohod","Al-Shabab",0,2,"2017-2018"
93,"15.12.2017","19:40","Al Ahli SC","Al-Ettifaq",4,1,"2017-2018"
94,"16.12.2017","15:15","Al-Taawon","Al-Fateh",0,0,"2017-2018"
95,"16.12.2017","17:45","Al Batin","Al-Ittihad FC",1,2,"2017-2018"
96,"17.12.2017","19:40","Al Feiha","Al-Hilal",2,1,"2017-2018"
97,"21.12.2017","17:55","Al-Faisaly","Al-Raed",2,2,"2017-2018"
98,"21.12.2017","19:45","Al Qadisiya","Al-Shabab",1,2,"2017-2018"
99,"22.12.2017","15:40","Ohod","Al Batin",1,1,"2017-2018"
100,"22.12.2017","20:30","Al-Ettifaq","Al-Nassr",3,2,"2017-2018"
101,"23.12.2017","19:45","Al-Fateh","Al Ahli SC",1,3,"2017-2018"
102,"24.12.2017","19:45","Al-Ittihad FC","Al Feiha",0,1,"2017-2018"
103,"24.12.2017","19:45","Al-Hilal","Al-Taawon",1,0,"2017-2018"
104,"27.12.2017","17:50","Al Batin","Al-Shabab",0,1,"2017-2018"
105,"28.12.2017","15:20","Al-Raed","Al-Fateh",2,2,"2017-2018"
106,"28.12.2017","15:45","Ohod","Al-Hilal",1,4,"2017-2018"
107,"28.12.2017","20:20","Al-Ittihad FC","Al-Faisaly",3,3,"2017-2018"
108,"29.12.2017","15:20","Al-Taawon","Al Feiha",4,0,"2017-2018"
109,"29.12.2017","19:50","Al-Nassr","Al Ahli SC",3,1,"2017-2018"
110,"01.01.2018","19:50","Al-Faisaly","Al-Hilal",1,1,"2017-2018"
111,"08.01.2018","19:55","Al-Hilal","Al-Ettifaq",1,1,"2017-2018"
112,"11.01.2018","15:10","Al-Fateh","Ohod",0,0,"2017-2018"
113,"11.01.2018","20:00","Al Feiha","Al-Nassr",1,0,"2017-2018"
114,"12.01.2018","18:15","Al-Taawon","Al-Raed",2,2,"2017-2018"
115,"12.01.2018","20:00","Al Ahli SC","Al Batin",5,0,"2017-2018"
116,"13.01.2018","15:25","Al-Faisaly","Al Qadisiya",2,0,"2017-2018"
117,"13.01.2018","20:00","Al-Hilal","Al-Ittihad FC",1,1,"2017-2018"
118,"14.01.2018","18:05","Al-Shabab","Al-Ettifaq",3,1,"2017-2018"
119,"29.01.2018","18:00","Al Qadisiya","Al-Fateh",1,4,"2017-2018"
120,"29.01.2018","18:15","Al Batin","Al-Ettifaq",1,1,"2017-2018"
121,"29.01.2018","20:10","Al Feiha","Al-Faisaly",2,2,"2017-2018"
122,"30.01.2018","16:05","Ohod","Al-Ittihad FC",0,1,"2017-2018"
123,"30.01.2018","18:25","Al-Taawon","Al-Nassr",1,0,"2017-2018"
124,"30.01.2018","20:10","Al-Hilal","Al-Raed",2,1,"2017-2018"
125,"30.01.2018","20:10","Al Ahli SC","Al-Shabab",3,2,"2017-2018"
126,"03.02.2018","15:40","Al-Faisaly","Al-Taawon",0,1,"2017-2018"
127,"03.02.2018","18:05","Al-Ettifaq","Al-Fateh",2,1,"2017-2018"
128,"03.02.2018","19:45","Al-Nassr","Ohod",2,0,"2017-2018"
129,"04.02.2018","15:40","Al Feiha","Al Qadisiya",2,0,"2017-2018"
130,"04.02.2018","18:20","Al-Shabab","Al-Raed",0,0,"2017-2018"
131,"04.02.2018","18:20","Al Batin","Al-Hilal",1,5,"2017-2018"
132,"04.02.2018","20:20","Al-Ittihad FC","Al Ahli SC",0,0,"2017-2018"
133,"08.02.2018","20:20","Al-Hilal","Al-Nassr",2,2,"2017-2018"
134,"08.02.2018","20:20","Al Ahli SC","Al-Faisaly",2,1,"2017-2018"
135,"09.02.2018","15:50","Al-Raed","Al Batin",3,1,"2017-2018"
136,"09.02.2018","18:55","Ohod","Al-Taawon",1,0,"2017-2018"
137,"09.02.2018","20:20","Al Qadisiya","Al-Ittihad FC",0,0,"2017-2018"
138,"10.02.2018","18:15","Al-Fateh","Al-Shabab",1,0,"2017-2018"
139,"10.02.2018","20:20","Al-Ettifaq","Al Feiha",1,1,"2017-2018"
140,"15.02.2018","18:40","Al-Taawon","Al Qadisiya",1,1,"2017-2018"
141,"15.02.2018","20:30","Al-Nassr","Al Batin",0,3,"2017-2018"
142,"16.02.2018","15:55","Al-Raed","Al-Ettifaq",0,1,"2017-2018"
143,"16.02.2018","18:35","Al Feiha","Al Ahli SC",1,1,"2017-2018"
144,"16.02.2018","20:30","Al-Shabab","Al-Hilal",1,2,"2017-2018"
145,"17.02.2018","18:35","Al-Faisaly","Ohod",2,0,"2017-2018"
146,"17.02.2018","20:30","Al-Ittihad FC","Al-Fateh",0,0,"2017-2018"
147,"21.02.2018","20:20","Al Qadisiya","Al-Ettifaq",1,2,"2017-2018"
148,"01.03.2018","18:25","Al-Fateh","Al Feiha",3,2,"2017-2018"
149,"01.03.2018","20:30","Al-Shabab","Al-Ittihad FC",3,0,"2017-2018"
150,"01.03.2018","20:30","Al Ahli SC","Al-Taawon",5,1,"2017-2018"
151,"02.03.2018","18:25","Al-Ettifaq","Ohod",3,2,"2017-2018"
152,"02.03.2018","18:40","Al Batin","Al Qadisiya",3,4,"2017-2018"
153,"02.03.2018","20:30","Al-Hilal","Al-Faisaly",1,0,"2017-2018"
154,"03.03.2018","18:35","Al-Nassr","Al-Raed",4,3,"2017-2018"
155,"05.03.2018","20:30","Al-Ittihad FC","Al-Taawon",2,5,"2017-2018"
156,"06.03.2018","18:25","Al-Fateh","Al Batin",5,2,"2017-2018"
157,"06.03.2018","18:25","Al-Ettifaq","Al-Faisaly",0,0,"2017-2018"
158,"06.03.2018","19:10","Ohod","Al Feiha",2,3,"2017-2018"
159,"07.03.2018","20:30","Al-Nassr","Al-Shabab",1,0,"2017-2018"
160,"09.03.2018","19:10","Ohod","Al-Raed",1,3,"2017-2018"
161,"09.03.2018","20:30","Al-Ettifaq","Al-Hilal",2,1,"2017-2018"
162,"09.03.2018","20:30","Al Qadisiya","Al Ahli SC",0,1,"2017-2018"
163,"10.03.2018","18:45","Al-Faisaly","Al-Fateh",0,2,"2017-2018"
164,"10.03.2018","18:50","Al-Taawon","Al Batin",1,2,"2017-2018"
165,"10.03.2018","20:30","Al-Shabab","Al Feiha",0,0,"2017-2018"
166,"10.03.2018","20:45","Al-Ittihad FC","Al-Nassr",1,3,"2017-2018"
167,"16.03.2018","20:30","Al-Raed","Al Ahli SC",0,3,"2017-2018"
168,"16.03.2018","20:30","Al Qadisiya","Al-Hilal",0,1,"2017-2018"
169,"06.04.2018","20:40","Al-Taawon","Al-Shabab",2,1,"2017-2018"
170,"06.04.2018","20:40","Al-Ittihad FC","Al-Ettifaq",4,2,"2017-2018"
171,"06.04.2018","20:40","Al Qadisiya","Ohod",4,1,"2017-2018"
172,"06.04.2018","20:40","Al Feiha","Al-Raed",3,3,"2017-2018"
173,"07.04.2018","18:40","Al-Fateh","Al-Nassr",1,1,"2017-2018"
174,"07.04.2018","19:00","Al Batin","Al-Faisaly",3,1,"2017-2018"
175,"07.04.2018","20:40","Al Ahli SC","Al-Hilal",0,0,"2017-2018"
176,"12.04.2018","18:40","Al-Ettifaq","Al-Taawon",3,2,"2017-2018"
177,"12.04.2018","18:55","Al-Nassr","Al Qadisiya",2,1,"2017-2018"
178,"12.04.2018","19:00","Al-Faisaly","Al-Shabab",2,2,"2017-2018"
179,"12.04.2018","19:00","Al Batin","Al Feiha",1,1,"2017-2018"
180,"12.04.2018","19:05","Al-Raed","Al-Ittihad FC",3,1,"2017-2018"
181,"12.04.2018","20:40","Al-Hilal","Al-Fateh",4,1,"2017-2018"
182,"12.04.2018","20:40","Al Ahli SC","Ohod",1,0,"2017-2018"
183,"26.04.2018","19:25","Ohod","Al Taee",5,0,"2017-2018"
184,"27.04.2018","19:10","Al-Raed","Al-Kawkab",4,1,"2017-2018"
185,"03.05.2018","19:25","Al Taee","Ohod",1,2,"2017-2018"
186,"04.05.2018","19:00","Al-Kawkab","Al-Raed",0,1,"2017-2018"
1,"16.05.2019","22:30","Al-Taawon","Al-Faisaly",2,1,"2018-2019"
2,"16.05.2019","22:30","Al Ahli SC","Al-Ettifaq",5,0,"2018-2019"
3,"16.05.2019","22:30","Al-Hilal","Al-Shabab",3,2,"2018-2019"
4,"16.05.2019","22:30","Al-Fateh","Al-Raed",0,4,"2018-2019"
5,"16.05.2019","22:30","Al Feiha","Al Wehda",5,2,"2018-2019"
6,"16.05.2019","22:30","Al-Nassr","Al Batin",2,1,"2018-2019"
7,"16.05.2019","22:30","Al Qadisiya","Al-Hazem",2,2,"2018-2019"
8,"16.05.2019","22:30","Ohod","Al-Ittihad FC",1,0,"2018-2019"
9,"11.05.2019","22:30","Al-Shabab","Al-Taawon",0,0,"2018-2019"
10,"11.05.2019","22:30","Al-Raed","Al Feiha",0,0,"2018-2019"
11,"11.05.2019","22:30","Al-Faisaly","Al Ahli SC",1,4,"2018-2019"
12,"11.05.2019","22:30","Al-Ettifaq","Al-Hilal",0,1,"2018-2019"
13,"11.05.2019","22:30","Al Batin","Ohod",0,1,"2018-2019"
14,"11.05.2019","22:30","Al-Hazem","Al-Nassr",0,3,"2018-2019"
15,"11.05.2019","22:30","Al-Ittihad FC","Al-Fateh",6,2,"2018-2019"
16,"11.05.2019","22:30","Al Wehda","Al Qadisiya",4,0,"2018-2019"
17,"29.04.2019","19:00","Al-Hilal","Al-Taawon",0,2,"2018-2019"
18,"20.04.2019","20:30","Al Feiha","Al-Faisaly",3,4,"2018-2019"
19,"20.04.2019","18:55","Al-Shabab","Al-Hazem",2,0,"2018-2019"
20,"19.04.2019","20:45","Al Ahli SC","Al Wehda",3,2,"2018-2019"
21,"19.04.2019","20:30","Al-Raed","Ohod",5,1,"2018-2019"
22,"19.04.2019","18:45","Al Qadisiya","Al Batin",0,2,"2018-2019"
23,"18.04.2019","20:45","Al-Nassr","Al-Fateh",5,0,"2018-2019"
24,"18.04.2019","20:45","Al-Ittihad FC","Al-Ettifaq",2,0,"2018-2019"
25,"13.04.2019","18:50","Al-Nassr","Al-Ittihad FC",2,3,"2018-2019"
26,"12.04.2019","20:45","Al Wehda","Al-Faisaly",1,2,"2018-2019"
27,"12.04.2019","20:45","Al Ahli SC","Al-Hilal",0,1,"2018-2019"
28,"12.04.2019","19:20","Ohod","Al Feiha",1,3,"2018-2019"
29,"12.04.2019","19:05","Al-Taawon","Al Qadisiya",2,0,"2018-2019"
30,"11.04.2019","20:30","Al-Hazem","Al-Raed",1,0,"2018-2019"
31,"11.04.2019","19:00","Al Batin","Al-Shabab",1,2,"2018-2019"
32,"11.04.2019","18:40","Al-Ettifaq","Al-Fateh",0,0,"2018-2019"
33,"06.04.2019","20:45","Al Wehda","Al-Ettifaq",3,1,"2018-2019"
34,"06.04.2019","18:55","Al Feiha","Al-Taawon",2,1,"2018-2019"
35,"05.04.2019","20:45","Al-Ittihad FC","Al Batin",4,1,"2018-2019"
36,"05.04.2019","20:45","Al-Shabab","Al Ahli SC",0,4,"2018-2019"
37,"05.04.2019","18:55","Al-Faisaly","Al-Fateh",1,1,"2018-2019"
38,"05.04.2019","18:35","Al Qadisiya","Ohod",4,2,"2018-2019"
39,"04.04.2019","20:45","Al-Hazem","Al-Hilal",2,3,"2018-2019"
40,"04.04.2019","19:00","Al-Raed","Al-Nassr",0,5,"2018-2019"
41,"01.04.2019","18:55","Al Feiha","Al Ahli SC",0,2,"2018-2019"
42,"30.03.2019","19:15","Ohod","Al-Shabab",1,2,"2018-2019"
43,"29.03.2019","20:40","Al-Nassr","Al-Hilal",3,2,"2018-2019"
44,"29.03.2019","18:55","Al-Faisaly","Al-Ittihad FC",3,2,"2018-2019"
45,"28.03.2019","20:40","Al Ahli SC","Al-Raed",4,5,"2018-2019"
46,"28.03.2019","20:30","Al-Ettifaq","Al Qadisiya",3,2,"2018-2019"
47,"28.03.2019","19:00","Al-Taawon","Al Wehda",1,0,"2018-2019"
48,"28.03.2019","18:55","Al Feiha","Al Batin",2,1,"2018-2019"
49,"28.03.2019","16:00","Al-Hazem","Al-Fateh",1,0,"2018-2019"
50,"23.03.2019","20:05","Al-Hilal","Ohod",0,0,"2018-2019"
51,"16.03.2019","20:30","Al Wehda","Al-Nassr",0,4,"2018-2019"
52,"16.03.2019","16:00","Al-Hazem","Al-Ittihad FC",0,3,"2018-2019"
53,"15.03.2019","20:00","Al-Ettifaq","Al-Shabab",1,1,"2018-2019"
54,"15.03.2019","16:00","Al-Raed","Al Batin",1,0,"2018-2019"
55,"14.03.2019","20:15","Al-Taawon","Al-Fateh",1,1,"2018-2019"
56,"14.03.2019","18:45","Al-Faisaly","Al Qadisiya",3,0,"2018-2019"
57,"09.03.2019","16:00","Al-Hazem","Ohod",2,2,"2018-2019"
58,"09.03.2019","15:40","Al-Fateh","Al Batin",0,2,"2018-2019"
59,"08.03.2019","20:30","Al-Hilal","Al Wehda",1,1,"2018-2019"
60,"08.03.2019","20:30","Al-Ittihad FC","Al Feiha",2,0,"2018-2019"
61,"08.03.2019","18:40","Al-Nassr","Al-Ettifaq",3,2,"2018-2019"
62,"08.03.2019","15:40","Al Qadisiya","Al Ahli SC",1,2,"2018-2019"
63,"07.03.2019","20:30","Al-Taawon","Al-Raed",2,1,"2018-2019"
64,"07.03.2019","18:40","Al-Shabab","Al-Faisaly",2,1,"2018-2019"
65,"02.03.2019","16:00","Al-Hazem","Al Feiha",0,1,"2018-2019"
66,"02.03.2019","15:50","Al Batin","Al Wehda",1,1,"2018-2019"
67,"01.03.2019","20:30","Al Ahli SC","Al-Ittihad FC",1,1,"2018-2019"
68,"01.03.2019","18:35","Al-Hilal","Al-Faisaly",2,1,"2018-2019"
69,"01.03.2019","16:00","Al-Raed","Al Qadisiya",0,0,"2018-2019"
70,"28.02.2019","20:30","Al-Shabab","Al-Nassr",0,1,"2018-2019"
71,"28.02.2019","19:05","Ohod","Al-Fateh",0,0,"2018-2019"
72,"28.02.2019","16:00","Al-Taawon","Al-Ettifaq",4,1,"2018-2019"
73,"23.02.2019","20:25","Al-Nassr","Al Feiha",1,0,"2018-2019"
74,"23.02.2019","15:55","Al-Raed","Al-Faisaly",0,3,"2018-2019"
75,"22.02.2019","20:25","Al Wehda","Ohod",4,1,"2018-2019"
76,"22.02.2019","18:15","Al Qadisiya","Al-Shabab",0,1,"2018-2019"
77,"22.02.2019","15:55","Al-Taawon","Al Batin",4,1,"2018-2019"
78,"21.02.2019","20:25","Al-Ittihad FC","Al-Hilal",0,2,"2018-2019"
79,"21.02.2019","15:55","Al-Hazem","Al-Ettifaq",1,1,"2018-2019"
80,"20.02.2019","18:20","Al-Fateh","Al Ahli SC",2,1,"2018-2019"
81,"15.02.2019","20:20","Al-Raed","Al-Ittihad FC",1,1,"2018-2019"
82,"15.02.2019","18:30","Al-Shabab","Al Wehda",1,0,"2018-2019"
83,"14.02.2019","18:35","Al-Taawon","Ohod",4,0,"2018-2019"
84,"14.02.2019","15:45","Al Feiha","Al-Fateh",1,2,"2018-2019"
85,"13.02.2019","18:10","Al-Ettifaq","Al-Faisaly",3,4,"2018-2019"
86,"13.02.2019","15:50","Al-Hazem","Al Batin",1,0,"2018-2019"
87,"12.02.2019","20:20","Al Ahli SC","Al-Nassr",1,2,"2018-2019"
88,"12.02.2019","18:25","Al-Hilal","Al Qadisiya",4,1,"2018-2019"
89,"09.02.2019","20:15","Al-Ittihad FC","Al-Taawon",0,0,"2018-2019"
90,"09.02.2019","18:10","Al-Fateh","Al-Shabab",1,0,"2018-2019"
91,"09.02.2019","15:50","Al-Raed","Al Wehda",1,3,"2018-2019"
92,"08.02.2019","20:15","Al Batin","Al-Hilal",2,3,"2018-2019"
93,"08.02.2019","15:45","Al Feiha","Al-Ettifaq",1,1,"2018-2019"
94,"07.02.2019","20:15","Al-Hazem","Al Ahli SC",2,4,"2018-2019"
95,"07.02.2019","18:50","Ohod","Al-Faisaly",4,1,"2018-2019"
96,"06.02.2019","20:15","Al-Nassr","Al Qadisiya",3,1,"2018-2019"
97,"04.02.2019","20:15","Al Wehda","Al-Ittihad FC",0,2,"2018-2019"
98,"04.02.2019","18:25","Al-Shabab","Al-Raed",1,1,"2018-2019"
99,"04.02.2019","18:20","Al-Hilal","Al-Fateh",4,1,"2018-2019"
100,"03.02.2019","20:15","Ohod","Al-Ettifaq",2,1,"2018-2019"
101,"03.02.2019","15:40","Al-Faisaly","Al-Hazem",1,2,"2018-2019"
102,"02.02.2019","20:15","Al-Taawon","Al-Nassr",3,1,"2018-2019"
103,"02.02.2019","18:15","Al Batin","Al Ahli SC",1,2,"2018-2019"
104,"02.02.2019","15:20","Al Qadisiya","Al Feiha",2,0,"2018-2019"
105,"29.01.2019","20:20","Al-Ittihad FC","Al-Shabab",0,0,"2018-2019"
106,"29.01.2019","18:25","Al-Raed","Al-Ettifaq",1,2,"2018-2019"
107,"28.01.2019","20:20","Al-Taawon","Al Ahli SC",3,4,"2018-2019"
108,"28.01.2019","18:50","Al Wehda","Al-Hazem",1,1,"2018-2019"
109,"28.01.2019","18:20","Al-Nassr","Ohod",4,0,"2018-2019"
110,"28.01.2019","15:30","Al Batin","Al-Faisaly",2,0,"2018-2019"
111,"27.01.2019","18:20","Al Feiha","Al-Hilal",1,5,"2018-2019"
112,"27.01.2019","15:20","Al-Fateh","Al Qadisiya",2,0,"2018-2019"
113,"11.01.2019","18:35","Al Ahli SC","Ohod",5,1,"2018-2019"
114,"11.01.2019","15:30","Al Batin","Al-Ettifaq",0,0,"2018-2019"
115,"11.01.2019","15:25","Al-Hilal","Al-Raed",1,1,"2018-2019"
116,"11.01.2019","15:25","Al-Shabab","Al Feiha",4,1,"2018-2019"
117,"10.01.2019","19:50","Al Qadisiya","Al-Ittihad FC",0,1,"2018-2019"
118,"10.01.2019","18:35","Al Wehda","Al-Fateh",1,0,"2018-2019"
119,"10.01.2019","18:10","Al-Taawon","Al-Hazem",1,1,"2018-2019"
120,"10.01.2019","18:05","Al-Faisaly","Al-Nassr",2,2,"2018-2019"
121,"30.12.2018","18:00","Al-Taawon","Al-Hilal",2,2,"2018-2019"
122,"30.12.2018","15:45","Ohod","Al-Raed",0,1,"2018-2019"
123,"29.12.2018","17:35","Al-Ettifaq","Al-Ittihad FC",1,0,"2018-2019"
124,"28.12.2018","18:30","Al Wehda","Al Ahli SC",2,1,"2018-2019"
125,"28.12.2018","15:20","Al-Hazem","Al-Shabab",1,3,"2018-2019"
126,"28.12.2018","15:00","Al-Fateh","Al-Nassr",0,0,"2018-2019"
127,"27.12.2018","17:55","Al-Faisaly","Al Feiha",1,0,"2018-2019"
128,"27.12.2018","17:45","Al Batin","Al Qadisiya",2,0,"2018-2019"
129,"25.12.2018","18:00","Al-Raed","Al-Taawon",2,1,"2018-2019"
130,"22.12.2018","15:15","Al Feiha","Ohod",3,0,"2018-2019"
131,"21.12.2018","18:25","Al-Ittihad FC","Al-Nassr",1,2,"2018-2019"
132,"21.12.2018","17:30","Al-Fateh","Al-Ettifaq",0,0,"2018-2019"
133,"21.12.2018","17:30","Al Qadisiya","Al-Taawon",3,1,"2018-2019"
134,"21.12.2018","15:10","Al-Shabab","Al Batin",4,0,"2018-2019"
135,"21.12.2018","15:10","Al-Hilal","Al Ahli SC",4,3,"2018-2019"
136,"20.12.2018","17:50","Al-Faisaly","Al Wehda",3,0,"2018-2019"
137,"20.12.2018","15:20","Al-Raed","Al-Hazem",1,0,"2018-2019"
138,"17.12.2018","18:20","Ohod","Al Qadisiya",1,3,"2018-2019"
139,"15.12.2018","18:25","Al Ahli SC","Al-Shabab",0,1,"2018-2019"
140,"15.12.2018","15:05","Al-Hilal","Al-Hazem",1,2,"2018-2019"
141,"14.12.2018","17:45","Al Batin","Al-Ittihad FC",1,3,"2018-2019"
142,"14.12.2018","15:15","Al-Taawon","Al Feiha",3,0,"2018-2019"
143,"14.12.2018","15:05","Al-Nassr","Al-Raed",4,0,"2018-2019"
144,"13.12.2018","17:30","Al-Ettifaq","Al Wehda",2,1,"2018-2019"
145,"13.12.2018","17:30","Al-Fateh","Al-Faisaly",1,1,"2018-2019"
146,"12.12.2018","18:20","Ohod","Al-Hilal",0,1,"2018-2019"
147,"08.12.2018","17:50","Al-Raed","Al Ahli SC",0,0,"2018-2019"
148,"08.12.2018","17:30","Al-Fateh","Al-Hazem",3,2,"2018-2019"
149,"08.12.2018","15:05","Al-Hilal","Al-Nassr",2,2,"2018-2019"
150,"07.12.2018","18:20","Al Wehda","Al-Taawon",0,1,"2018-2019"
151,"06.12.2018","19:40","Al-Ittihad FC","Al-Faisaly",1,2,"2018-2019"
152,"06.12.2018","17:45","Al-Shabab","Ohod",1,0,"2018-2019"
153,"06.12.2018","17:25","Al Qadisiya","Al-Ettifaq",2,0,"2018-2019"
